Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Acessórios",258295,"226090","Máscara de Vinil Submission",50,"","","http://www.lojadoprazer.com/xg/XG226090.jpg",True,499,300,True,0,10,999.95,855.39,0,0,15/05/2017,31/05/2018,False,False,"imagem-produto-teste.jpg","imagem-produto-teste.jpg","imagem-produto-teste.jpg","","","","","","","",15,,0,"226077,226078,226079,226080,226081",,0,0,,"iframe/226090.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258178,"226090","Máscara de Vinil Submission",50,"","","http://www.lojadoprazer.com/xg/XG226090.jpg",True,1,1,True,0,10,29.9,0,0,0,,,False,False,"T226090.jpg","226090.jpg","226090.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226090.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258283,"226094","Palmatória de Couro com Esferas de Metal Submission",135,"","","http://www.lojadoprazer.com/xg/XG226094.jpg",True,1,1,True,0,20.25,59.9,0,0,0,,,False,False,"T226094.jpg","226094.jpg","226094.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226094.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258157,"226094","Palmatória de Couro com Esferas de Metal Submission",135,"","","http://www.lojadoprazer.com/xg/XG226094.jpg",True,1,1,True,0,20.25,59.9,0,0,0,,,False,False,"T226094.jpg","226094.jpg","226094.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226094.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258052,"226094","Palmatória de Couro com Esferas de Metal Submission",135,"","","http://www.lojadoprazer.com/xg/XG226094.jpg",True,0,1,True,0,20.25,59.9,0,0,0,,,False,False,"T226094.jpg","226094.jpg","226094.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226094.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258079,"12778","Palmatória Luxury Fetish - Coleção Aphrodisia",125,"","","http://www.lojadoprazer.com/xg/XG12778.jpg",True,500,50,True,0,18.54,999.99,899.9,0,0,24/04/2017,30/04/2020,False,False,"imgProd.jpg","imgProd.jpg","imgProd.jpg","","","","","","","",1,,0,"13503,13567,39580,39840,2521",,0,0,,"iframe/12778.html","sado,sadomasoquismo,prender,fetiche,Aphrodisia,castigo,mão",10,5,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258133,"2092","Par de Luvas Shock Therapy com Controle Remoto Luv Gloves - Coleção Fetish Fantasy Series",200,"","","http://www.lojadoprazer.com/xg/XG2092.jpg",True,0,1,True,0,77.06,249.9,87.45,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2092.jpg","2092.jpg","2092.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"11181,11482,400023,400012",,0,0,,"iframe/2092.html","Par de Luvas que dá Choque Shock Therapy Luv Gloves,Coleção Fetish Fantasy Series,luvas de chuque,sadomasoquismo,sado,fetiche sado,terapia de choque,comprazer03,PromoPipe15
",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258022,"2092","Par de Luvas Shock Therapy com Controle Remoto Luv Gloves - Coleção Fetish Fantasy Series",200,"","","http://www.lojadoprazer.com/xg/XG2092.jpg",True,1,1,True,0,77.06,249.9,87.45,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2092.jpg","2092.jpg","2092.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"11181,11482,400023,400012",,0,0,,"iframe/2092.html","Par de Luvas que dá Choque Shock Therapy Luv Gloves,Coleção Fetish Fantasy Series,luvas de chuque,sadomasoquismo,sado,fetiche sado,terapia de choque,comprazer03,PromoPipe15
",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258247,"2092","Par de Luvas Shock Therapy com Controle Remoto Luv Gloves - Coleção Fetish Fantasy Series",200,"","","http://www.lojadoprazer.com/xg/XG2092.jpg",True,0,1,True,0,77.06,249.9,87.45,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2092.jpg","2092.jpg","2092.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"11181,11482,400023,400012",,0,0,,"iframe/2092.html","Par de Luvas que dá Choque Shock Therapy Luv Gloves,Coleção Fetish Fantasy Series,luvas de chuque,sadomasoquismo,sado,fetiche sado,terapia de choque,comprazer03,PromoPipe15
",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258214,"2082","Poltrona Inflável com Amarras Inflatable Bondage Chair - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG2082.jpg",True,1,1,True,0,99,249.9,0,0,0,,,False,False,"T2082.jpg","2082.jpg","2082.jpg","","","","Estados Unidos (EUA)","Pipedream","","",0,,1104,"2083,2084,2085,2086",,0,0,,"iframe/2082.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona inflável,fetish fantasy series,infatable bondage chair",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257980,"2082","Poltrona Inflável com Amarras Inflatable Bondage Chair - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG2082.jpg",True,1,1,True,0,99,249.9,0,0,0,,,False,False,"T2082.jpg","2082.jpg","2082.jpg","","","","Estados Unidos (EUA)","Pipedream","","",0,,1104,"2083,2084,2085,2086",,0,0,,"iframe/2082.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona inflável,fetish fantasy series,infatable bondage chair",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258097,"2082","Poltrona Inflável com Amarras Inflatable Bondage Chair - Coleção Fetish Fantasy Series",500,"","","http://www.lojadoprazer.com/xg/XG2082.jpg",True,1,1,True,0,99,249.9,0,0,0,,,False,False,"T2082.jpg","2082.jpg","2082.jpg","","","","Estados Unidos (EUA)","Pipedream","","",0,,1104,"2083,2084,2085,2086",,0,0,,"iframe/2082.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona inflável,fetish fantasy series,infatable bondage chair",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258145,"2062","Ringue Inflável - Coleção Fetish Fantasy Series",7585,"","","http://www.lojadoprazer.com/xg/XG2062.jpg",True,0,1,True,0,318.09,1199.9,419.95,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2062.jpg","2062.jpg","2062.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"19525,19509,19528,19514",,0,0,,"iframe/2062.html","ringue inflável,brinquedo inflável,piscina inflável,briga de gel,ringue de brincadeira,ringue de luta,briga no gel,luta no gel,comprazer03,PromoPipe15",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258034,"2062","Ringue Inflável - Coleção Fetish Fantasy Series",7585,"","","http://www.lojadoprazer.com/xg/XG2062.jpg",True,0,1,True,0,318.09,1199.9,419.95,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2062.jpg","2062.jpg","2062.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"19525,19509,19528,19514",,0,0,,"iframe/2062.html","ringue inflável,brinquedo inflável,piscina inflável,briga de gel,ringue de brincadeira,ringue de luta,briga no gel,luta no gel,comprazer03,PromoPipe15",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258265,"2062","Ringue Inflável - Coleção Fetish Fantasy Series",7585,"","","http://www.lojadoprazer.com/xg/XG2062.jpg",True,1,1,True,0,318.09,1199.9,419.95,0,0,31/07/2015 08:00:00,31/07/2020,False,False,"T2062.jpg","2062.jpg","2062.jpg","","","","Estados Unidos (USA)","Pipedream","","",1,,1104,"19525,19509,19528,19514",,0,0,,"iframe/2062.html","ringue inflável,brinquedo inflável,piscina inflável,briga de gel,ringue de brincadeira,ringue de luta,briga no gel,luta no gel,comprazer03,PromoPipe15",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258271,"13025","Roda Estimulante Wartenberg Wheel - Coleção Fetish Fantasy Gold",55,"","","http://www.lojadoprazer.com/xg/XG13025.jpg",True,1,1,True,0,13.26,46.9,0,0,0,,,False,False,"T13025.jpg","13025.jpg","13025.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11180,11448,11445,13012,13017",,0,0,,"iframe/13025.html","roda,roda erótica,sado,dor,sadomasoquismo,fetish,fetiche",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258043,"13025","Roda Estimulante Wartenberg Wheel - Coleção Fetish Fantasy Gold",55,"","","http://www.lojadoprazer.com/xg/XG13025.jpg",True,1,1,True,0,13.26,46.9,0,0,0,,,False,False,"T13025.jpg","13025.jpg","13025.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11180,11448,11445,13012,13017",,0,0,,"iframe/13025.html","roda,roda erótica,sado,dor,sadomasoquismo,fetish,fetiche",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258154,"13025","Roda Estimulante Wartenberg Wheel - Coleção Fetish Fantasy Gold",55,"","","http://www.lojadoprazer.com/xg/XG13025.jpg",True,1,1,True,0,13.26,46.9,0,0,0,,,False,False,"T13025.jpg","13025.jpg","13025.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"11180,11448,11445,13012,13017",,0,0,,"iframe/13025.html","roda,roda erótica,sado,dor,sadomasoquismo,fetish,fetiche",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258175,"226088","Separador de Braços Submission",220,"","","http://www.lojadoprazer.com/xg/XG226088.jpg",True,1,1,True,0,29.5,89.9,0,0,0,,,False,False,"T226088.jpg","226088.jpg","226088.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226088.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258067,"226088","Separador de Braços Submission",220,"","","http://www.lojadoprazer.com/xg/XG226088.jpg",True,1,1,True,0,29.5,89.9,0,0,0,,,False,False,"T226088.jpg","226088.jpg","226088.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226088.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258292,"226088","Separador de Braços Submission",220,"","","http://www.lojadoprazer.com/xg/XG226088.jpg",True,1,1,True,0,29.5,89.9,0,0,0,,,False,False,"T226088.jpg","226088.jpg","226088.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226088.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258280,"226089","Separador de Pés Submission",220,"","","http://www.lojadoprazer.com/xg/XG226089.jpg",True,1,1,True,0,25.75,74.9,0,0,0,,,False,False,"T226089.jpg","226089.jpg","226089.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226089.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258064,"226089","Separador de Pés Submission",220,"","","http://www.lojadoprazer.com/xg/XG226089.jpg",True,1,1,True,0,25.75,74.9,0,0,0,,,False,False,"T226089.jpg","226089.jpg","226089.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226089.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258169,"226089","Separador de Pés Submission",220,"","","http://www.lojadoprazer.com/xg/XG226089.jpg",True,1,1,True,0,25.75,74.9,0,0,0,,,False,False,"T226089.jpg","226089.jpg","226089.jpg","","","","","","","",15,,1104,"226077,226078,226079,226080,226081",,0,0,,"iframe/226089.html","submission,sado,sadomasoquismo",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258091,"2127","Sex Machine - Coleção Fetish Fantasy Series",0,"","","http://www.lojadoprazer.com/xg/XG2127.jpg",True,1,1,True,0,550,999,0,0,0,,,False,False,"T2127.jpg","I2127.jpg","G2127.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2126,2125,2124,2123",,0,0,,"iframe/2127.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona com pênis,Sex Machine,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",257974,"2127","Sex Machine - Coleção Fetish Fantasy Series",0,"","","http://www.lojadoprazer.com/xg/XG2127.jpg",True,0,1,True,0,550,999,0,0,0,,,False,False,"T2127.jpg","I2127.jpg","G2127.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2126,2125,2124,2123",,0,0,,"iframe/2127.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona com pênis,Sex Machine,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258208,"2127","Sex Machine - Coleção Fetish Fantasy Series",0,"","","http://www.lojadoprazer.com/xg/XG2127.jpg",True,1,1,True,0,550,999,0,0,0,,,False,False,"T2127.jpg","I2127.jpg","G2127.jpg","","","","Estados Unidos (USA)","Pipedream","","",0,,1104,"2126,2125,2124,2123",,0,0,,"iframe/2127.html","Acessórios sadomasoquistas,acessórios sado,sado,sadomasoquismo,poltrona com pênis,Sex Machine,fetish fantasy series",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258274,"226084","Tapa-Sexo Masculino de Couro Submission",55,"","","http://www.lojadoprazer.com/xg/XG226084.jpg",True,1,1,True,0,4.8,14.9,0,0,0,,,False,False,"T226084.jpg","226084.jpg","226084.jpg","","","","","","","",15,,1104,"226092,226093,226094,226095,226096",,0,0,,"iframe/226084.html","submission,sado,sadomasoquismo,cueca",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258049,"226084","Tapa-Sexo Masculino de Couro Submission",55,"","","http://www.lojadoprazer.com/xg/XG226084.jpg",True,1,1,True,0,4.8,14.9,0,0,0,,,False,False,"T226084.jpg","226084.jpg","226084.jpg","","","","","","","",15,,1104,"226092,226093,226094,226095,226096",,0,0,,"iframe/226084.html","submission,sado,sadomasoquismo,cueca",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258163,"226084","Tapa-Sexo Masculino de Couro Submission",55,"","","http://www.lojadoprazer.com/xg/XG226084.jpg",True,0,1,True,0,4.8,14.9,0,0,0,,,False,False,"T226084.jpg","226084.jpg","226084.jpg","","","","","","","",15,,1104,"226092,226093,226094,226095,226096",,0,0,,"iframe/226084.html","submission,sado,sadomasoquismo,cueca",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios",258073,"12794","Tornozeleiras Luxury Fetish - Coleção Aphrodisia",255,"Tornozeleiras Luxury Fetish produto descrição.","","http://www.lojadoprazer.com/xg/XG12794.jpg",True,298,20,True,0,27,999.99,899,0,0,03/05/2017,31/05/2018,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",19,,0,"258073,258076,258277",,0,0,,"iframe/12794.html","sado,sadomasoquismo,prender,fetiche,Aphrodisia",12,0,"",True,False,0,0,0,"","","Tornozeleiras Luxury Fetish","","","Tornozeleiras Luxury Fetish","655"
"A","Acessórios",258196,"12519","Vibrador Ponto G Ondulado de Silicone",200,"","","http://www.lojadoprazer.com/xg/XG12519.jpg",True,1,1,True,0,50.4,99.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",19,,0,"4034,4036,11344,11347,11358",,0,0,,"iframe/12519.html","orgasmo,feminino,ondulações",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Acessórios - 02",258181,"12794","Tornozeleiras Luxury Fetish - Coleção Aphrodisia",255,"","","http://www.lojadoprazer.com/xg/XG12794.jpg",True,1,1,True,0,27,54.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",19,,0,"13503,13567,39580,39840,2521",,0,0,,"iframe/12794.html","sado,sadomasoquismo,prender,fetiche,Aphrodisia",0,0,"",True,False,0,0,0,"","","","","","","656"
"A","Cosméticos",258313,"12519","Vibrador Ponto G Ondulado de Silicone",200,"","","http://www.lojadoprazer.com/xg/XG12519.jpg",True,1,1,True,0,50.4,99.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",19,,0,"4034,4036,11344,11347,11358",,0,0,,"iframe/12519.html","orgasmo,feminino,ondulações",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Extensores Penianos",258061,"226086","Amarras de Tecido Submission",65,"","","http://www.lojadoprazer.com/xg/XG226086.jpg",True,0,1,True,0,5.55,16.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226086.html","submission,sado,sadomasoquismo,bondage",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Extensores Penianos",258184,"12778","Produto modelo de desenvolvimento loja - Virtual Fastcommerce",125,"Lorem Ipsum é simplesmente uma simulação de texto da indústria tipográfica e de impressos, e vem sendo utilizado desde o século XVI, quando um impressor desconhecido pegou uma bandeja","Lorem Ipsum é simplesmente uma simulação de texto da indústria tipográfica e de impressos, e vem sendo utilizado desde o século XVI, quando um impressor desconhecido pegou uma bandeja de tipos e os embaralhou para fazer um livro de modelos de tipos. Lorem Ipsum sobreviveu não só a cinco séculos, como também ao salto para a editoração eletrônica, permanecendo essencialmente inalterado.","",True,450,10,True,2,18.54,999.99,899.98,0,0,28/04/2017,23/04/2018,False,False,"espartilhorendado13.jpg","espartilhorendado13.jpg","espartilhorendado13.jpg","","","","","","","",19,,0,"12778,12794,12519,226087",,0,0,,"descricao.htm","sado,sadomasoquismo,prender,fetiche,Aphrodisia,castigo,mão",0,0,"",True,False,0,0,0,"pU9Q6oiQNd0","","","","258298,258289,258295,258301","","655,657,660,663,662"
"A","Géis e Lubrificantes",344954,"","",0,"Descrição do produto teste loja Fastcommerce. Basta inserir descrição curta do produto.","","",False,499,5,True,0,0,39,25,0,0,08/05/2017,22/05/2019,False,False,"lan-preto.jpg","lan-preto.jpg","lan-preto.jpg","","3368","","","","","4157",0,258301,0,"",,0,0,,"","",0,0,"",True,False,0,0,0,"","","","grade-produto-modelo-desenvolvimento-loja-96056765","","",""
"A","Géis e Lubrificantes",344955,"","",0,"Descrição do produto teste loja Fastcommerce. Basta inserir descrição curta do produto.
","","",False,500,10,True,0,0,39,25,0,0,08/05/2017,31/05/2019,False,False,"lan-verm.jpg","lan-verm.jpg","lan-verm.jpg","","3367","","","","","4226",0,258301,0,"",,0,0,,"","",0,0,"",True,False,0,0,0,"","","","grade-produto-modelo-desenvolvimento-loja-62885684","","",""
"A","Géis e Lubrificantes",344956,"","",0,"Descrição do produto teste loja Fastcommerce. Basta inserir descrição curta do produto.","","",False,498,10,True,0,0,25,39,0,0,,,False,False,"lan-branco.jpg","lan-branco.jpg","lan-branco.jpg","","3369","","","","","4047",0,258301,0,"",,0,0,,"","",0,0,"",True,False,0,0,0,"","","","grade-produto-modelo-desenvolvimento-loja-1166934","","",""
"A","Géis e Lubrificantes",347899,"","",0,"","","",False,500,0,True,0,0,150,200,0,0,13/06/2017,27/06/2020,False,False,"","","","","3367","","","","","4047",0,258301,0,"",,0,0,,"","",0,0,"",False,False,0,0,0,"","","","grade-produto-modelo-desenvolvimento-loja-3472537","","",""
"A","Géis e Lubrificantes",347900,"","",0,"","","",False,1,0,True,0,0,180,160,0,0,13/06/2017,30/06/2018,False,False,"","","","","3369","","","","","4157",0,258301,0,"",,0,0,,"","",0,0,"",False,False,0,0,0,"","","","grade-produto-modelo-desenvolvimento-loja-13544864","","",""
"A","Géis e Lubrificantes",258301,"3022","Grade Produto modelo desenvolvimento loja",125,"<span>Lorem Ipsum é simplesmente uma simulação de texto da indústria tipográfica e de impressos, e vem sendo utilizado desde o século XVI, quando um impressor desconhecido pegou uma  </span>","<span></span>Lorem Ipsum é simplesmente uma simulação de texto da indústria tipográfica e de impressos, e vem sendo utilizado desde o século XVI, quando um impressor desconhecido pegou uma bandeja de tipos e os embaralhou para fazer um livro de modelos de tipos. Lorem Ipsum sobreviveu não só a cinco séculos, como também ao salto para a editoração eletrônica, permanecendo essencialmente inalterado.","http://www.lojadoprazer.com/xg/XG12778.jpg",True,30,5,True,0,18.54,39.9,25,0,0,04/05/2017,30/05/2018,False,False,"lan-verm.jpg","lan-verm.jpg","lan-verm.jpg","","","","","","","",19,,0,"13503,13567,39580,39840,2521",,0,0,,"iframe/12778.html","sado,sadomasoquismo,prender,fetiche,Aphrodisia,castigo,mão",0,0,"",True,False,0,0,0,"","","","","12778","","655,656,795,663,662,661"
"A","Presentes",258277,"226086","Amarras de Tecido Submission",65,"","","http://www.lojadoprazer.com/xg/XG226086.jpg",True,1,1,True,0,5.55,16.9,0,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",15,,0,"226092,226093,226094,226095,226096",,0,0,,"iframe/226086.html","submission,sado,sadomasoquismo,bondage",0,0,"",True,False,0,0,0,"","","","","","",""
"A","Sado",258298,"12794","Tornozeleiras Luxury Fetish - Coleção Aphrodisia",255,"","","http://www.lojadoprazer.com/xg/XG12794.jpg",True,1,1,True,0,27,999.9,500,0,0,,,False,False,"5036_01.jpg","5036_01.jpg","5036_01.jpg","","","","","","","",19,,0,"13503,13567,39580,39840,2521",,0,0,,"iframe/12794.html","sado,sadomasoquismo,prender,fetiche,Aphrodisia",0,0,"",True,False,0,0,0,"","","","","","",""
